"ccode.year","country","country.series","unit","series","ccode","year","value","country.year","population"
"TZA.1985","Tanzania","Tanzania","Million Kw","capacity","TZA","1985",0.439,"Tanzania.1985",NA
"TZA.1985","Tanzania","Tanzania","Billion Kwh","exports","TZA","1985",0,"Tanzania.1985",NA
"TZA.1986","Tanzania","Tanzania","Billion Kwh","generation","TZA","1986",1.314,"Tanzania.1986",NA
"TZA.1986","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","1986",0.237,"Tanzania.1986",NA
"TZA.1986","Tanzania","Tanzania","Billion Kwh","net imports","TZA","1986",0,"Tanzania.1986",NA
"TZA.1986","Tanzania","Tanzania","Billion Kwh","imports","TZA","1986",0,"Tanzania.1986",NA
"TZA.1986","Tanzania","Tanzania","Billion Kwh","consumption","TZA","1986",1.077,"Tanzania.1986",NA
"TZA.1986","Tanzania","Tanzania","Million Kw","capacity","TZA","1986",0.439,"Tanzania.1986",NA
"TZA.1986","Tanzania","Tanzania","Billion Kwh","exports","TZA","1986",0,"Tanzania.1986",NA
"TZA.1987","Tanzania","Tanzania","Billion Kwh","generation","TZA","1987",1.409,"Tanzania.1987",NA
"TZA.1987","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","1987",0.326,"Tanzania.1987",NA
"TZA.1987","Tanzania","Tanzania","Billion Kwh","net imports","TZA","1987",0,"Tanzania.1987",NA
"TZA.1987","Tanzania","Tanzania","Billion Kwh","imports","TZA","1987",0,"Tanzania.1987",NA
"TZA.1987","Tanzania","Tanzania","Billion Kwh","consumption","TZA","1987",1.083,"Tanzania.1987",NA
"TZA.1987","Tanzania","Tanzania","Million Kw","capacity","TZA","1987",0.439,"Tanzania.1987",NA
"TZA.1987","Tanzania","Tanzania","Billion Kwh","exports","TZA","1987",0,"Tanzania.1987",NA
"TZA.1988","Tanzania","Tanzania","Billion Kwh","generation","TZA","1988",1.435,"Tanzania.1988",NA
"TZA.1988","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","1988",0.317,"Tanzania.1988",NA
"TZA.1988","Tanzania","Tanzania","Billion Kwh","net imports","TZA","1988",0,"Tanzania.1988",NA
"TZA.1988","Tanzania","Tanzania","Billion Kwh","imports","TZA","1988",0,"Tanzania.1988",NA
"TZA.1988","Tanzania","Tanzania","Billion Kwh","consumption","TZA","1988",1.118,"Tanzania.1988",NA
"TZA.1988","Tanzania","Tanzania","Million Kw","capacity","TZA","1988",0.439,"Tanzania.1988",NA
"TZA.1988","Tanzania","Tanzania","Billion Kwh","exports","TZA","1988",0,"Tanzania.1988",NA
"TZA.1989","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","1989",0.358,"Tanzania.1989",NA
"TZA.1989","Tanzania","Tanzania","Billion Kwh","generation","TZA","1989",1.595,"Tanzania.1989",NA
"TZA.1989","Tanzania","Tanzania","Billion Kwh","net imports","TZA","1989",0,"Tanzania.1989",NA
"TZA.1989","Tanzania","Tanzania","Billion Kwh","exports","TZA","1989",0,"Tanzania.1989",NA
"TZA.1989","Tanzania","Tanzania","Million Kw","capacity","TZA","1989",0.506,"Tanzania.1989",NA
"TZA.1989","Tanzania","Tanzania","Billion Kwh","imports","TZA","1989",0,"Tanzania.1989",NA
"TZA.1989","Tanzania","Tanzania","Billion Kwh","consumption","TZA","1989",1.237,"Tanzania.1989",NA
"TZA.1990","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","1990",0.325,"Tanzania.1990",25459604
"TZA.1990","Tanzania","Tanzania","Billion Kwh","net imports","TZA","1990",0,"Tanzania.1990",25459604
"TZA.1990","Tanzania","Tanzania","Million Kw","capacity","TZA","1990",0.506,"Tanzania.1990",25459604
"TZA.1990","Tanzania","Tanzania","Billion Kwh","exports","TZA","1990",0,"Tanzania.1990",25459604
"TZA.1990","Tanzania","Tanzania","Billion Kwh","generation","TZA","1990",1.692,"Tanzania.1990",25459604
"TZA.1990","Tanzania","Tanzania","Billion Kwh","consumption","TZA","1990",1.367,"Tanzania.1990",25459604
"TZA.1990","Tanzania","Tanzania","Billion Kwh","imports","TZA","1990",0,"Tanzania.1990",25459604
"TZA.1991","Tanzania","Tanzania","Billion Kwh","exports","TZA","1991",0,"Tanzania.1991",NA
"TZA.1991","Tanzania","Tanzania","Billion Kwh","generation","TZA","1991",1.873,"Tanzania.1991",NA
"TZA.1991","Tanzania","Tanzania","Billion Kwh","net imports","TZA","1991",0,"Tanzania.1991",NA
"TZA.1991","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","1991",0.394,"Tanzania.1991",NA
"TZA.1991","Tanzania","Tanzania","Billion Kwh","consumption","TZA","1991",1.479,"Tanzania.1991",NA
"TZA.1991","Tanzania","Tanzania","Billion Kwh","imports","TZA","1991",0,"Tanzania.1991",NA
"TZA.1991","Tanzania","Tanzania","Million Kw","capacity","TZA","1991",0.506,"Tanzania.1991",NA
"TZA.1992","Tanzania","Tanzania","Billion Kwh","generation","TZA","1992",1.79,"Tanzania.1992",NA
"TZA.1992","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","1992",0.375,"Tanzania.1992",NA
"TZA.1992","Tanzania","Tanzania","Billion Kwh","net imports","TZA","1992",0,"Tanzania.1992",NA
"TZA.1992","Tanzania","Tanzania","Billion Kwh","imports","TZA","1992",0,"Tanzania.1992",NA
"TZA.1992","Tanzania","Tanzania","Billion Kwh","consumption","TZA","1992",1.415,"Tanzania.1992",NA
"TZA.1992","Tanzania","Tanzania","Million Kw","capacity","TZA","1992",0.506,"Tanzania.1992",NA
"TZA.1992","Tanzania","Tanzania","Billion Kwh","exports","TZA","1992",0,"Tanzania.1992",NA
"TZA.1993","Tanzania","Tanzania","Billion Kwh","generation","TZA","1993",1.847,"Tanzania.1993",NA
"TZA.1993","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","1993",0.448,"Tanzania.1993",NA
"TZA.1993","Tanzania","Tanzania","Billion Kwh","net imports","TZA","1993",0,"Tanzania.1993",NA
"TZA.1993","Tanzania","Tanzania","Billion Kwh","imports","TZA","1993",0,"Tanzania.1993",NA
"TZA.1993","Tanzania","Tanzania","Billion Kwh","consumption","TZA","1993",1.399,"Tanzania.1993",NA
"TZA.1993","Tanzania","Tanzania","Million Kw","capacity","TZA","1993",0.506,"Tanzania.1993",NA
"TZA.1993","Tanzania","Tanzania","Billion Kwh","exports","TZA","1993",0,"Tanzania.1993",NA
"TZA.1994","Tanzania","Tanzania","Billion Kwh","generation","TZA","1994",1.676,"Tanzania.1994",NA
"TZA.1994","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","1994",0.346,"Tanzania.1994",NA
"TZA.1994","Tanzania","Tanzania","Billion Kwh","net imports","TZA","1994",0,"Tanzania.1994",NA
"TZA.1994","Tanzania","Tanzania","Billion Kwh","imports","TZA","1994",0,"Tanzania.1994",NA
"TZA.1994","Tanzania","Tanzania","Billion Kwh","consumption","TZA","1994",1.33,"Tanzania.1994",NA
"TZA.1994","Tanzania","Tanzania","Million Kw","capacity","TZA","1994",0.543,"Tanzania.1994",NA
"TZA.1994","Tanzania","Tanzania","Billion Kwh","exports","TZA","1994",0,"Tanzania.1994",NA
"TZA.1995","Tanzania","Tanzania","Billion Kwh","consumption","TZA","1995",1.558,"Tanzania.1995",29960776
"TZA.1995","Tanzania","Tanzania","Billion Kwh","net imports","TZA","1995",0,"Tanzania.1995",29960776
"TZA.1995","Tanzania","Tanzania","Billion Kwh","exports","TZA","1995",0,"Tanzania.1995",29960776
"TZA.1995","Tanzania","Tanzania","Million Kw","capacity","TZA","1995",0.591,"Tanzania.1995",29960776
"TZA.1995","Tanzania","Tanzania","Billion Kwh","imports","TZA","1995",0,"Tanzania.1995",29960776
"TZA.1995","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","1995",0.25,"Tanzania.1995",29960776
"TZA.1995","Tanzania","Tanzania","Billion Kwh","generation","TZA","1995",1.808,"Tanzania.1995",29960776
"TZA.1996","Tanzania","Tanzania","Billion Kwh","generation","TZA","1996",1.959,"Tanzania.1996",NA
"TZA.1996","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","1996",0.163,"Tanzania.1996",NA
"TZA.1996","Tanzania","Tanzania","Billion Kwh","net imports","TZA","1996",0,"Tanzania.1996",NA
"TZA.1996","Tanzania","Tanzania","Billion Kwh","imports","TZA","1996",0,"Tanzania.1996",NA
"TZA.1996","Tanzania","Tanzania","Billion Kwh","consumption","TZA","1996",1.796,"Tanzania.1996",NA
"TZA.1996","Tanzania","Tanzania","Million Kw","capacity","TZA","1996",0.591,"Tanzania.1996",NA
"TZA.1996","Tanzania","Tanzania","Billion Kwh","exports","TZA","1996",0,"Tanzania.1996",NA
"TZA.1997","Tanzania","Tanzania","Billion Kwh","generation","TZA","1997",1.66,"Tanzania.1997",NA
"TZA.1997","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","1997",0.128,"Tanzania.1997",NA
"TZA.1997","Tanzania","Tanzania","Billion Kwh","net imports","TZA","1997",0.044,"Tanzania.1997",NA
"TZA.1997","Tanzania","Tanzania","Billion Kwh","imports","TZA","1997",0.044,"Tanzania.1997",NA
"TZA.1997","Tanzania","Tanzania","Billion Kwh","consumption","TZA","1997",1.576,"Tanzania.1997",NA
"TZA.1997","Tanzania","Tanzania","Million Kw","capacity","TZA","1997",0.591,"Tanzania.1997",NA
"TZA.1997","Tanzania","Tanzania","Billion Kwh","exports","TZA","1997",0,"Tanzania.1997",NA
"TZA.1998","Tanzania","Tanzania","Billion Kwh","generation","TZA","1998",2.407,"Tanzania.1998",NA
"TZA.1998","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","1998",0.237,"Tanzania.1998",NA
"TZA.1998","Tanzania","Tanzania","Billion Kwh","net imports","TZA","1998",0.043,"Tanzania.1998",NA
"TZA.1998","Tanzania","Tanzania","Billion Kwh","imports","TZA","1998",0.043,"Tanzania.1998",NA
"TZA.1998","Tanzania","Tanzania","Billion Kwh","consumption","TZA","1998",2.213,"Tanzania.1998",NA
"TZA.1998","Tanzania","Tanzania","Million Kw","capacity","TZA","1998",0.596,"Tanzania.1998",NA
"TZA.1998","Tanzania","Tanzania","Billion Kwh","exports","TZA","1998",0,"Tanzania.1998",NA
"TZA.1999","Tanzania","Tanzania","Billion Kwh","generation","TZA","1999",2.346,"Tanzania.1999",NA
"TZA.1999","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","1999",0.569,"Tanzania.1999",NA
"TZA.1999","Tanzania","Tanzania","Billion Kwh","net imports","TZA","1999",0.035,"Tanzania.1999",NA
"TZA.1999","Tanzania","Tanzania","Billion Kwh","imports","TZA","1999",0.035,"Tanzania.1999",NA
"TZA.1999","Tanzania","Tanzania","Billion Kwh","consumption","TZA","1999",1.812,"Tanzania.1999",NA
"TZA.1999","Tanzania","Tanzania","Million Kw","capacity","TZA","1999",0.803,"Tanzania.1999",NA
"TZA.1999","Tanzania","Tanzania","Billion Kwh","exports","TZA","1999",0,"Tanzania.1999",NA
"TZA.2000","Tanzania","Tanzania","Billion Kwh","imports","TZA","2000",0.047,"Tanzania.2000",34178042
"TZA.2000","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","2000",0.555,"Tanzania.2000",34178042
"TZA.2000","Tanzania","Tanzania","Billion Kwh","consumption","TZA","2000",1.931,"Tanzania.2000",34178042
"TZA.2000","Tanzania","Tanzania","Million Kw","capacity","TZA","2000",0.892,"Tanzania.2000",34178042
"TZA.2000","Tanzania","Tanzania","Billion Kwh","net imports","TZA","2000",0.047,"Tanzania.2000",34178042
"TZA.2000","Tanzania","Tanzania","Billion Kwh","exports","TZA","2000",0,"Tanzania.2000",34178042
"TZA.2000","Tanzania","Tanzania","Billion Kwh","generation","TZA","2000",2.439,"Tanzania.2000",34178042
"TZA.2001","Tanzania","Tanzania","Billion Kwh","generation","TZA","2001",2.718,"Tanzania.2001",35117019
"TZA.2001","Tanzania","Tanzania","Million Kw","capacity","TZA","2001",0.892,"Tanzania.2001",35117019
"TZA.2001","Tanzania","Tanzania","Billion Kwh","imports","TZA","2001",0.066,"Tanzania.2001",35117019
"TZA.2001","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","2001",0.714,"Tanzania.2001",35117019
"TZA.2001","Tanzania","Tanzania","Billion Kwh","exports","TZA","2001",0,"Tanzania.2001",35117019
"TZA.2001","Tanzania","Tanzania","Billion Kwh","consumption","TZA","2001",2.07,"Tanzania.2001",35117019
"TZA.2001","Tanzania","Tanzania","Billion Kwh","net imports","TZA","2001",0.066,"Tanzania.2001",35117019
"TZA.2002","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","2002",0.686,"Tanzania.2002",36105808
"TZA.2002","Tanzania","Tanzania","Billion Kwh","net imports","TZA","2002",0.079,"Tanzania.2002",36105808
"TZA.2002","Tanzania","Tanzania","Billion Kwh","consumption","TZA","2002",2.213,"Tanzania.2002",36105808
"TZA.2002","Tanzania","Tanzania","Million Kw","capacity","TZA","2002",0.914,"Tanzania.2002",36105808
"TZA.2002","Tanzania","Tanzania","Billion Kwh","exports","TZA","2002",0,"Tanzania.2002",36105808
"TZA.2002","Tanzania","Tanzania","Billion Kwh","imports","TZA","2002",0.079,"Tanzania.2002",36105808
"TZA.2002","Tanzania","Tanzania","Billion Kwh","generation","TZA","2002",2.82,"Tanzania.2002",36105808
"TZA.2003","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","2003",0.722,"Tanzania.2003",37149072
"TZA.2003","Tanzania","Tanzania","Billion Kwh","generation","TZA","2003",2.627,"Tanzania.2003",37149072
"TZA.2003","Tanzania","Tanzania","Billion Kwh","exports","TZA","2003",0,"Tanzania.2003",37149072
"TZA.2003","Tanzania","Tanzania","Billion Kwh","net imports","TZA","2003",0.095,"Tanzania.2003",37149072
"TZA.2003","Tanzania","Tanzania","Billion Kwh","consumption","TZA","2003",2,"Tanzania.2003",37149072
"TZA.2003","Tanzania","Tanzania","Million Kw","capacity","TZA","2003",0.9222,"Tanzania.2003",37149072
"TZA.2003","Tanzania","Tanzania","Billion Kwh","imports","TZA","2003",0.095,"Tanzania.2003",37149072
"TZA.2004","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","2004",0.601,"Tanzania.2004",38249984
"TZA.2004","Tanzania","Tanzania","Billion Kwh","imports","TZA","2004",0.113,"Tanzania.2004",38249984
"TZA.2004","Tanzania","Tanzania","Billion Kwh","generation","TZA","2004",2.838,"Tanzania.2004",38249984
"TZA.2004","Tanzania","Tanzania","Billion Kwh","net imports","TZA","2004",0.113,"Tanzania.2004",38249984
"TZA.2004","Tanzania","Tanzania","Billion Kwh","exports","TZA","2004",0,"Tanzania.2004",38249984
"TZA.2004","Tanzania","Tanzania","Billion Kwh","consumption","TZA","2004",2.35,"Tanzania.2004",38249984
"TZA.2004","Tanzania","Tanzania","Million Kw","capacity","TZA","2004",0.9225,"Tanzania.2004",38249984
"TZA.2005","Tanzania","Tanzania","Billion Kwh","exports","TZA","2005",0,"Tanzania.2005",39410545
"TZA.2005","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","2005",0.982,"Tanzania.2005",39410545
"TZA.2005","Tanzania","Tanzania","Billion Kwh","generation","TZA","2005",3.43,"Tanzania.2005",39410545
"TZA.2005","Tanzania","Tanzania","Billion Kwh","consumption","TZA","2005",2.52,"Tanzania.2005",39410545
"TZA.2005","Tanzania","Tanzania","Billion Kwh","net imports","TZA","2005",0.072,"Tanzania.2005",39410545
"TZA.2005","Tanzania","Tanzania","Million Kw","capacity","TZA","2005",0.9608,"Tanzania.2005",39410545
"TZA.2005","Tanzania","Tanzania","Billion Kwh","imports","TZA","2005",0.072,"Tanzania.2005",39410545
"TZA.2006","Tanzania","Tanzania","Billion Kwh","exports","TZA","2006",0,"Tanzania.2006",40634948
"TZA.2006","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","2006",0.924,"Tanzania.2006",40634948
"TZA.2006","Tanzania","Tanzania","Billion Kwh","generation","TZA","2006",3.312,"Tanzania.2006",40634948
"TZA.2006","Tanzania","Tanzania","Billion Kwh","net imports","TZA","2006",0.169,"Tanzania.2006",40634948
"TZA.2006","Tanzania","Tanzania","Billion Kwh","imports","TZA","2006",0.169,"Tanzania.2006",40634948
"TZA.2006","Tanzania","Tanzania","Billion Kwh","consumption","TZA","2006",2.557,"Tanzania.2006",40634948
"TZA.2006","Tanzania","Tanzania","Million Kw","capacity","TZA","2006",0.9991,"Tanzania.2006",40634948
"TZA.2007","Tanzania","Tanzania","Billion Kwh","generation","TZA","2007",4.058,"Tanzania.2007",41923715
"TZA.2007","Tanzania","Tanzania","Billion Kwh","exports","TZA","2007",0,"Tanzania.2007",41923715
"TZA.2007","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","2007",0.917,"Tanzania.2007",41923715
"TZA.2007","Tanzania","Tanzania","Million Kw","capacity","TZA","2007",1,"Tanzania.2007",41923715
"TZA.2007","Tanzania","Tanzania","Billion Kwh","imports","TZA","2007",0.123,"Tanzania.2007",41923715
"TZA.2007","Tanzania","Tanzania","Billion Kwh","net imports","TZA","2007",0.123,"Tanzania.2007",41923715
"TZA.2007","Tanzania","Tanzania","Billion Kwh","consumption","TZA","2007",3.264,"Tanzania.2007",41923715
"TZA.2008","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","2008",0.827,"Tanzania.2008",43270144
"TZA.2008","Tanzania","Tanzania","Billion Kwh","imports","TZA","2008",0.052,"Tanzania.2008",43270144
"TZA.2008","Tanzania","Tanzania","Billion Kwh","net imports","TZA","2008",0.052,"Tanzania.2008",43270144
"TZA.2008","Tanzania","Tanzania","Billion Kwh","consumption","TZA","2008",3.481,"Tanzania.2008",43270144
"TZA.2008","Tanzania","Tanzania","Billion Kwh","generation","TZA","2008",4.256,"Tanzania.2008",43270144
"TZA.2008","Tanzania","Tanzania","Billion Kwh","exports","TZA","2008",0,"Tanzania.2008",43270144
"TZA.2008","Tanzania","Tanzania","Million Kw","capacity","TZA","2008",1.101,"Tanzania.2008",43270144
"TZA.2009","Tanzania","Tanzania","Billion Kwh","net imports","TZA","2009",0.065,"Tanzania.2009",44664231
"TZA.2009","Tanzania","Tanzania","Billion Kwh","exports","TZA","2009",0,"Tanzania.2009",44664231
"TZA.2009","Tanzania","Tanzania","Billion Kwh","imports","TZA","2009",0.065,"Tanzania.2009",44664231
"TZA.2009","Tanzania","Tanzania","Billion Kwh","generation","TZA","2009",4.584,"Tanzania.2009",44664231
"TZA.2009","Tanzania","Tanzania","Billion Kwh","consumption","TZA","2009",2.963,"Tanzania.2009",44664231
"TZA.2009","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","2009",1.686,"Tanzania.2009",44664231
"TZA.2009","Tanzania","Tanzania","Million Kw","capacity","TZA","2009",1.052,"Tanzania.2009",44664231
"TZA.2010","Tanzania","Tanzania","Million Kw","capacity","TZA","2010",1.162,"Tanzania.2010",46098591
"TZA.2010","Tanzania","Tanzania","Billion Kwh","generation","TZA","2010",5.09412,"Tanzania.2010",46098591
"TZA.2010","Tanzania","Tanzania","Billion Kwh","imports","TZA","2010",0.057,"Tanzania.2010",46098591
"TZA.2010","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","2010",1.046,"Tanzania.2010",46098591
"TZA.2010","Tanzania","Tanzania","Billion Kwh","exports","TZA","2010",0,"Tanzania.2010",46098591
"TZA.2010","Tanzania","Tanzania","Billion Kwh","consumption","TZA","2010",4.10512,"Tanzania.2010",46098591
"TZA.2010","Tanzania","Tanzania","Billion Kwh","net imports","TZA","2010",0.057,"Tanzania.2010",46098591
"TZA.2011","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","2011",1.159,"Tanzania.2011",47570902
"TZA.2011","Tanzania","Tanzania","Billion Kwh","generation","TZA","2011",4.88904,"Tanzania.2011",47570902
"TZA.2011","Tanzania","Tanzania","Million Kw","capacity","TZA","2011",1.173,"Tanzania.2011",47570902
"TZA.2011","Tanzania","Tanzania","Billion Kwh","net imports","TZA","2011",0.055,"Tanzania.2011",47570902
"TZA.2011","Tanzania","Tanzania","Billion Kwh","exports","TZA","2011",0,"Tanzania.2011",47570902
"TZA.2011","Tanzania","Tanzania","Billion Kwh","imports","TZA","2011",0.055,"Tanzania.2011",47570902
"TZA.2011","Tanzania","Tanzania","Billion Kwh","consumption","TZA","2011",3.78504,"Tanzania.2011",47570902
"TZA.2012","Tanzania","Tanzania","Billion Kwh","generation","TZA","2012",5.3436,"Tanzania.2012",49082997
"TZA.2012","Tanzania","Tanzania","Billion Kwh","net imports","TZA","2012",0.061,"Tanzania.2012",49082997
"TZA.2012","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","2012",1.048,"Tanzania.2012",49082997
"TZA.2012","Tanzania","Tanzania","Billion Kwh","imports","TZA","2012",0.061,"Tanzania.2012",49082997
"TZA.2012","Tanzania","Tanzania","Billion Kwh","consumption","TZA","2012",4.3566,"Tanzania.2012",49082997
"TZA.2012","Tanzania","Tanzania","Million Kw","capacity","TZA","2012",1.183,"Tanzania.2012",49082997
"TZA.2012","Tanzania","Tanzania","Billion Kwh","exports","TZA","2012",0,"Tanzania.2012",49082997
"TZA.2013","Tanzania","Tanzania","Billion Kwh","net imports","TZA","2013",0.059,"Tanzania.2013",50636595
"TZA.2013","Tanzania","Tanzania","Billion Kwh","consumption","TZA","2013",4.59172,"Tanzania.2013",50636595
"TZA.2013","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","2013",1.14,"Tanzania.2013",50636595
"TZA.2013","Tanzania","Tanzania","Billion Kwh","generation","TZA","2013",5.67272,"Tanzania.2013",50636595
"TZA.2013","Tanzania","Tanzania","Million Kw","capacity","TZA","2013",1.186,"Tanzania.2013",50636595
"TZA.2013","Tanzania","Tanzania","Billion Kwh","imports","TZA","2013",0.059,"Tanzania.2013",50636595
"TZA.2013","Tanzania","Tanzania","Billion Kwh","exports","TZA","2013",0,"Tanzania.2013",50636595
"TZA.2014","Tanzania","Tanzania","Billion Kwh","net imports","TZA","2014",0.06,"Tanzania.2014",52234869
"TZA.2014","Tanzania","Tanzania","Billion Kwh","generation","TZA","2014",5.97766,"Tanzania.2014",52234869
"TZA.2014","Tanzania","Tanzania","Billion Kwh","consumption","TZA","2014",4.90266,"Tanzania.2014",52234869
"TZA.2014","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","2014",1.135,"Tanzania.2014",52234869
"TZA.2014","Tanzania","Tanzania","Million Kw","capacity","TZA","2014",1.187,"Tanzania.2014",52234869
"TZA.2014","Tanzania","Tanzania","Billion Kwh","imports","TZA","2014",0.06,"Tanzania.2014",52234869
"TZA.2014","Tanzania","Tanzania","Billion Kwh","exports","TZA","2014",0,"Tanzania.2014",52234869
"TZA.2015","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","2015",1.12,"Tanzania.2015",53879957
"TZA.2015","Tanzania","Tanzania","Billion Kwh","imports","TZA","2015",0.071,"Tanzania.2015",53879957
"TZA.2015","Tanzania","Tanzania","Million Kw","capacity","TZA","2015",1.455,"Tanzania.2015",53879957
"TZA.2015","Tanzania","Tanzania","Billion Kwh","generation","TZA","2015",6.11836,"Tanzania.2015",53879957
"TZA.2015","Tanzania","Tanzania","Billion Kwh","consumption","TZA","2015",5.06936,"Tanzania.2015",53879957
"TZA.2015","Tanzania","Tanzania","Billion Kwh","net imports","TZA","2015",0.071,"Tanzania.2015",53879957
"TZA.2015","Tanzania","Tanzania","Billion Kwh","exports","TZA","2015",0,"Tanzania.2015",53879957
"TZA.2016","Tanzania","Tanzania","Billion Kwh","generation","TZA","2016",6.69884,"Tanzania.2016",NA
"TZA.2016","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","2016",1.119,"Tanzania.2016",NA
"TZA.2016","Tanzania","Tanzania","Billion Kwh","net imports","TZA","2016",0.102,"Tanzania.2016",NA
"TZA.2016","Tanzania","Tanzania","Billion Kwh","imports","TZA","2016",0.102,"Tanzania.2016",NA
"TZA.2016","Tanzania","Tanzania","Billion Kwh","consumption","TZA","2016",5.68184,"Tanzania.2016",NA
"TZA.2016","Tanzania","Tanzania","Million Kw","capacity","TZA","2016",1.457,"Tanzania.2016",NA
"TZA.2016","Tanzania","Tanzania","Billion Kwh","exports","TZA","2016",0,"Tanzania.2016",NA
"TZA.2017","Tanzania","Tanzania","Billion Kwh","generation","TZA","2017",NA,"Tanzania.2017",NA
"TZA.2017","Tanzania","Tanzania","Billion Kwh","distribution losses","TZA","2017",NA,"Tanzania.2017",NA
"TZA.2017","Tanzania","Tanzania","Billion Kwh","net imports","TZA","2017",NA,"Tanzania.2017",NA
"TZA.2017","Tanzania","Tanzania","Billion Kwh","imports","TZA","2017",NA,"Tanzania.2017",NA
"TZA.2017","Tanzania","Tanzania","Billion Kwh","consumption","TZA","2017",NA,"Tanzania.2017",NA
"TZA.2017","Tanzania","Tanzania","Million Kw","capacity","TZA","2017",NA,"Tanzania.2017",NA
"TZA.2017","Tanzania","Tanzania","Billion Kwh","exports","TZA","2017",NA,"Tanzania.2017",NA
"VNM.1980","Vietnam","Vietnam","Billion Kwh","imports","VNM","1980",0,"Vietnam.1980",NA
"VNM.1980","Vietnam","Vietnam","Billion Kwh","exports","VNM","1980",0,"Vietnam.1980",NA
"VNM.1980","Vietnam","Vietnam","Billion Kwh","consumption","VNM","1980",3.285,"Vietnam.1980",NA
"VNM.1980","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","1980",0.629,"Vietnam.1980",NA
"VNM.1980","Vietnam","Vietnam","Million Kw","capacity","VNM","1980",1.17,"Vietnam.1980",NA
"VNM.1980","Vietnam","Vietnam","Billion Kwh","generation","VNM","1980",3.914,"Vietnam.1980",NA
"VNM.1980","Vietnam","Vietnam","Billion Kwh","net imports","VNM","1980",0,"Vietnam.1980",NA
"VNM.1981","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","1981",0.678,"Vietnam.1981",NA
"VNM.1981","Vietnam","Vietnam","Million Kw","capacity","VNM","1981",1.18,"Vietnam.1981",NA
"VNM.1981","Vietnam","Vietnam","Billion Kwh","consumption","VNM","1981",3.523,"Vietnam.1981",NA
"VNM.1981","Vietnam","Vietnam","Billion Kwh","generation","VNM","1981",4.201,"Vietnam.1981",NA
"VNM.1981","Vietnam","Vietnam","Billion Kwh","net imports","VNM","1981",0,"Vietnam.1981",NA
"VNM.1981","Vietnam","Vietnam","Billion Kwh","imports","VNM","1981",0,"Vietnam.1981",NA
"VNM.1981","Vietnam","Vietnam","Billion Kwh","exports","VNM","1981",0,"Vietnam.1981",NA
"VNM.1982","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","1982",0.714,"Vietnam.1982",NA
"VNM.1982","Vietnam","Vietnam","Million Kw","capacity","VNM","1982",1.19,"Vietnam.1982",NA
"VNM.1982","Vietnam","Vietnam","Billion Kwh","exports","VNM","1982",0,"Vietnam.1982",NA
"VNM.1982","Vietnam","Vietnam","Billion Kwh","consumption","VNM","1982",3.725,"Vietnam.1982",NA
"VNM.1982","Vietnam","Vietnam","Billion Kwh","generation","VNM","1982",4.439,"Vietnam.1982",NA
"VNM.1982","Vietnam","Vietnam","Billion Kwh","net imports","VNM","1982",0,"Vietnam.1982",NA
"VNM.1982","Vietnam","Vietnam","Billion Kwh","imports","VNM","1982",0,"Vietnam.1982",NA
"VNM.1983","Vietnam","Vietnam","Billion Kwh","distribution losses","VNM","1983",0.726,"Vietnam.1983",NA
"VNM.1983","Vietnam","Vietnam","Million Kw","capacity","VNM","1983",1.22,"Vietnam.1983",NA
"VNM.1983","Vietnam","Vietnam","Billion Kwh","net imports","VNM","1983",0,"Vietnam.1983",NA
"VNM.1983","Vietnam","Vietnam","Billion Kwh","generation","VNM","1983",4.676,"Vietnam.1983",NA
