"country","ccode","electricity.source","year","value","series","unit","country.year","ccode.year"
"South Africa","ZAF","Coal","2001",0.937470277125276,"electricity source","percent","South Africa.2001","ZAF.2001"
"South Africa","ZAF","Coal","2002",0.933012755989092,"electricity source","percent","South Africa.2002","ZAF.2002"
"South Africa","ZAF","Coal","2003",0.941045976613852,"electricity source","percent","South Africa.2003","ZAF.2003"
"South Africa","ZAF","Coal","2004",0.939447142323496,"electricity source","percent","South Africa.2004","ZAF.2004"
"South Africa","ZAF","Coal","2005",0.946371692383962,"electricity source","percent","South Africa.2005","ZAF.2005"
"South Africa","ZAF","Coal","2006",0.947108044217484,"electricity source","percent","South Africa.2006","ZAF.2006"
"South Africa","ZAF","Coal","2007",0.947700575815739,"electricity source","percent","South Africa.2007","ZAF.2007"
"South Africa","ZAF","Coal","2008",0.942669625350757,"electricity source","percent","South Africa.2008","ZAF.2008"
"South Africa","ZAF","Coal","2009",0.940980086299455,"electricity source","percent","South Africa.2009","ZAF.2009"
"South Africa","ZAF","Coal","2010",0.942606215516973,"electricity source","percent","South Africa.2010","ZAF.2010"
"South Africa","ZAF","Coal","2011",0.938041267297439,"electricity source","percent","South Africa.2011","ZAF.2011"
"South Africa","ZAF","Coal","2012",0.946315017280405,"electricity source","percent","South Africa.2012","ZAF.2012"
"South Africa","ZAF","Coal","2013",0.937438781636071,"electricity source","percent","South Africa.2013","ZAF.2013"
"South Africa","ZAF","Coal","2014",0.931018034160283,"electricity source","percent","South Africa.2014","ZAF.2014"
"South Africa","ZAF","Coal","2015",0.927112379223137,"electricity source","percent","South Africa.2015","ZAF.2015"
"South Africa","ZAF","Coal","2016",NA,"electricity source","percent","South Africa.2016","ZAF.2016"
"South Africa","ZAF","Coal","2017",NA,"electricity source","percent","South Africa.2017","ZAF.2017"
"South Africa","ZAF","Coal","2018",NA,"electricity source","percent","South Africa.2018","ZAF.2018"
"South Africa","ZAF","Hydro","1999",0.00362235682709483,"electricity source","percent","South Africa.1999","ZAF.1999"
"South Africa","ZAF","Hydro","2000",0.00529742057477735,"electricity source","percent","South Africa.2000","ZAF.2000"
"South Africa","ZAF","Hydro","2001",0.00953533839642989,"electricity source","percent","South Africa.2001","ZAF.2001"
"South Africa","ZAF","Hydro","2002",0.0109029849380502,"electricity source","percent","South Africa.2002","ZAF.2002"
"South Africa","ZAF","Hydro","2003",0.00303137756867086,"electricity source","percent","South Africa.2003","ZAF.2003"
"South Africa","ZAF","Hydro","2004",0.00394305399908687,"electricity source","percent","South Africa.2004","ZAF.2004"
"South Africa","ZAF","Hydro","2005",0.00550288157650121,"electricity source","percent","South Africa.2005","ZAF.2005"
"South Africa","ZAF","Hydro","2006",0.0115526746953371,"electricity source","percent","South Africa.2006","ZAF.2006"
"South Africa","ZAF","Hydro","2007",0.0033320537428023,"electricity source","percent","South Africa.2007","ZAF.2007"
"South Africa","ZAF","Hydro","2008",0.0047080647623073,"electricity source","percent","South Africa.2008","ZAF.2008"
"South Africa","ZAF","Hydro","2009",0.00567226465166218,"electricity source","percent","South Africa.2009","ZAF.2009"
"South Africa","ZAF","Hydro","2010",0.0082369626881955,"electricity source","percent","South Africa.2010","ZAF.2010"
"South Africa","ZAF","Hydro","2011",0.00792446142940796,"electricity source","percent","South Africa.2011","ZAF.2011"
"South Africa","ZAF","Hydro","2012",0.00472710297238666,"electricity source","percent","South Africa.2012","ZAF.2012"
"South Africa","ZAF","Hydro","2013",0.00457755379316882,"electricity source","percent","South Africa.2013","ZAF.2013"
"South Africa","ZAF","Hydro","2014",0.00390826989910651,"electricity source","percent","South Africa.2014","ZAF.2014"
"South Africa","ZAF","Hydro","2015",0.00324638479994812,"electricity source","percent","South Africa.2015","ZAF.2015"
"South Africa","ZAF","Hydro","2016",NA,"electricity source","percent","South Africa.2016","ZAF.2016"
"South Africa","ZAF","Hydro","2017",NA,"electricity source","percent","South Africa.2017","ZAF.2017"
"South Africa","ZAF","Hydro","2018",NA,"electricity source","percent","South Africa.2018","ZAF.2018"
"South Africa","ZAF","Gas","1999",0,"electricity source","percent","South Africa.1999","ZAF.1999"
"South Africa","ZAF","Gas","2000",0,"electricity source","percent","South Africa.2000","ZAF.2000"
"South Africa","ZAF","Gas","2001",0,"electricity source","percent","South Africa.2001","ZAF.2001"
"South Africa","ZAF","Gas","2002",0,"electricity source","percent","South Africa.2002","ZAF.2002"
"South Africa","ZAF","Gas","2003",0,"electricity source","percent","South Africa.2003","ZAF.2003"
"South Africa","ZAF","Gas","2004",0,"electricity source","percent","South Africa.2004","ZAF.2004"
"South Africa","ZAF","Gas","2005",0,"electricity source","percent","South Africa.2005","ZAF.2005"
"South Africa","ZAF","Gas","2006",0,"electricity source","percent","South Africa.2006","ZAF.2006"
"South Africa","ZAF","Gas","2007",0,"electricity source","percent","South Africa.2007","ZAF.2007"
"South Africa","ZAF","Gas","2008",0,"electricity source","percent","South Africa.2008","ZAF.2008"
"South Africa","ZAF","Gas","2009",0,"electricity source","percent","South Africa.2009","ZAF.2009"
"South Africa","ZAF","Gas","2010",0,"electricity source","percent","South Africa.2010","ZAF.2010"
"South Africa","ZAF","Gas","2011",0,"electricity source","percent","South Africa.2011","ZAF.2011"
"South Africa","ZAF","Gas","2012",0,"electricity source","percent","South Africa.2012","ZAF.2012"
"South Africa","ZAF","Gas","2013",0,"electricity source","percent","South Africa.2013","ZAF.2013"
"South Africa","ZAF","Gas","2014",0,"electricity source","percent","South Africa.2014","ZAF.2014"
"South Africa","ZAF","Gas","2015",0,"electricity source","percent","South Africa.2015","ZAF.2015"
"South Africa","ZAF","Gas","2016",NA,"electricity source","percent","South Africa.2016","ZAF.2016"
"South Africa","ZAF","Gas","2017",NA,"electricity source","percent","South Africa.2017","ZAF.2017"
"South Africa","ZAF","Gas","2018",NA,"electricity source","percent","South Africa.2018","ZAF.2018"
"South Africa","ZAF","Nuclear","1999",0.0640498548063586,"electricity source","percent","South Africa.1999","ZAF.1999"
"South Africa","ZAF","Nuclear","2000",0.0625971314058613,"electricity source","percent","South Africa.2000","ZAF.2000"
"South Africa","ZAF","Nuclear","2001",0.0514908273407214,"electricity source","percent","South Africa.2001","ZAF.2001"
"South Africa","ZAF","Nuclear","2002",0.0548626489266302,"electricity source","percent","South Africa.2002","ZAF.2002"
"South Africa","ZAF","Nuclear","2003",0.054759392513665,"electricity source","percent","South Africa.2003","ZAF.2003"
"South Africa","ZAF","Nuclear","2004",0.0554725438924169,"electricity source","percent","South Africa.2004","ZAF.2004"
"South Africa","ZAF","Nuclear","2005",0.0466546859184896,"electricity source","percent","South Africa.2005","ZAF.2005"
"South Africa","ZAF","Nuclear","2006",0.0399679491012593,"electricity source","percent","South Africa.2006","ZAF.2006"
"South Africa","ZAF","Nuclear","2007",0.0434433781190019,"electricity source","percent","South Africa.2007","ZAF.2007"
"South Africa","ZAF","Nuclear","2008",0.0508924972311257,"electricity source","percent","South Africa.2008","ZAF.2008"
"South Africa","ZAF","Nuclear","2009",0.0518850150922756,"electricity source","percent","South Africa.2009","ZAF.2009"
"South Africa","ZAF","Nuclear","2010",0.0471423895763848,"electricity source","percent","South Africa.2010","ZAF.2010"
"South Africa","ZAF","Nuclear","2011",0.0520155946620643,"electricity source","percent","South Africa.2011","ZAF.2011"
"South Africa","ZAF","Nuclear","2012",0.0468944306488881,"electricity source","percent","South Africa.2012","ZAF.2012"
"South Africa","ZAF","Nuclear","2013",0.055712660747575,"electricity source","percent","South Africa.2013","ZAF.2013"
"South Africa","ZAF","Nuclear","2014",0.0552929999879746,"electricity source","percent","South Africa.2014","ZAF.2014"
"South Africa","ZAF","Nuclear","2015",NA,"electricity source","percent","South Africa.2015","ZAF.2015"
"South Africa","ZAF","Nuclear","2016",NA,"electricity source","percent","South Africa.2016","ZAF.2016"
"South Africa","ZAF","Nuclear","2017",NA,"electricity source","percent","South Africa.2017","ZAF.2017"
"South Africa","ZAF","Nuclear","2018",NA,"electricity source","percent","South Africa.2018","ZAF.2018"
"South Africa","ZAF","Oil","1999",0,"electricity source","percent","South Africa.1999","ZAF.1999"
"South Africa","ZAF","Oil","2000",0,"electricity source","percent","South Africa.2000","ZAF.2000"
"South Africa","ZAF","Oil","2001",2.88221815509216e-05,"electricity source","percent","South Africa.2001","ZAF.2001"
"South Africa","ZAF","Oil","2002",3.66025511978185e-05,"electricity source","percent","South Africa.2002","ZAF.2002"
"South Africa","ZAF","Oil","2003",1.7297446896838e-05,"electricity source","percent","South Africa.2003","ZAF.2003"
"South Africa","ZAF","Oil","2004",0,"electricity source","percent","South Africa.2004","ZAF.2004"
"South Africa","ZAF","Oil","2005",0.000322240813038359,"electricity source","percent","South Africa.2005","ZAF.2005"
"South Africa","ZAF","Oil","2006",0.000247158671880917,"electricity source","percent","South Africa.2006","ZAF.2006"
"South Africa","ZAF","Oil","2007",0.00442610364683301,"electricity source","percent","South Africa.2007","ZAF.2007"
"South Africa","ZAF","Oil","2008",0.00055964527099746,"electricity source","percent","South Africa.2008","ZAF.2008"
"South Africa","ZAF","Oil","2009",0.000198529262808176,"electricity source","percent","South Africa.2009","ZAF.2009"
"South Africa","ZAF","Oil","2010",0.000767588292135532,"electricity source","percent","South Africa.2010","ZAF.2010"
"South Africa","ZAF","Oil","2011",0.000758929947298672,"electricity source","percent","South Africa.2011","ZAF.2011"
"South Africa","ZAF","Oil","2012",0.000761043964019097,"electricity source","percent","South Africa.2012","ZAF.2012"
"South Africa","ZAF","Oil","2013",0.000758317798350659,"electricity source","percent","South Africa.2013","ZAF.2013"
"South Africa","ZAF","Oil","2014",0.000757603088134493,"electricity source","percent","South Africa.2014","ZAF.2014"
"South Africa","ZAF","Oil","2015",0.00074168341871474,"electricity source","percent","South Africa.2015","ZAF.2015"
"South Africa","ZAF","Oil","2016",NA,"electricity source","percent","South Africa.2016","ZAF.2016"
"South Africa","ZAF","Oil","2017",NA,"electricity source","percent","South Africa.2017","ZAF.2017"
"South Africa","ZAF","Oil","2018",NA,"electricity source","percent","South Africa.2018","ZAF.2018"
"South Africa","ZAF","Renewables","1999",0.000982926026084961,"electricity source","percent","South Africa.1999","ZAF.1999"
"South Africa","ZAF","Renewables","2000",0.00147711908851648,"electricity source","percent","South Africa.2000","ZAF.2000"
"South Africa","ZAF","Renewables","2001",0.00147473495602215,"electricity source","percent","South Africa.2001","ZAF.2001"
"South Africa","ZAF","Renewables","2002",0.00118500759502937,"electricity source","percent","South Africa.2002","ZAF.2002"
"South Africa","ZAF","Renewables","2003",0.00114595585691552,"electricity source","percent","South Africa.2003","ZAF.2003"
"South Africa","ZAF","Renewables","2004",0.00113725978499979,"electricity source","percent","South Africa.2004","ZAF.2004"
"South Africa","ZAF","Renewables","2005",0.00114849930800851,"electricity source","percent","South Africa.2005","ZAF.2005"
"South Africa","ZAF","Renewables","2006",0.00112417331403901,"electricity source","percent","South Africa.2006","ZAF.2006"
"South Africa","ZAF","Renewables","2007",0.0010978886756238,"electricity source","percent","South Africa.2007","ZAF.2007"
"South Africa","ZAF","Renewables","2008",0.00117016738481287,"electricity source","percent","South Africa.2008","ZAF.2008"
"South Africa","ZAF","Renewables","2009",0.001264104693799,"electricity source","percent","South Africa.2009","ZAF.2009"
"South Africa","ZAF","Renewables","2010",0.00124684392631152,"electricity source","percent","South Africa.2010","ZAF.2010"
"South Africa","ZAF","Renewables","2011",0.00125974666379018,"electricity source","percent","South Africa.2011","ZAF.2011"
"South Africa","ZAF","Renewables","2012",0.00130240513430072,"electricity source","percent","South Africa.2012","ZAF.2012"
"South Africa","ZAF","Renewables","2013",0.00151268602483491,"electricity source","percent","South Africa.2013","ZAF.2013"
"South Africa","ZAF","Renewables","2014",0.00902309286450128,"electricity source","percent","South Africa.2014","ZAF.2014"
"South Africa","ZAF","Renewables","2015",0.0193040334608651,"electricity source","percent","South Africa.2015","ZAF.2015"
"South Africa","ZAF","Renewables","2016",NA,"electricity source","percent","South Africa.2016","ZAF.2016"
"South Africa","ZAF","Renewables","2017",NA,"electricity source","percent","South Africa.2017","ZAF.2017"
"South Africa","ZAF","Renewables","2018",NA,"electricity source","percent","South Africa.2018","ZAF.2018"
"Sudan","SDN","Coal","1999",0,"electricity source","percent","Sudan.1999","SDN.1999"
"Sudan","SDN","Coal","2000",0,"electricity source","percent","Sudan.2000","SDN.2000"
"Sudan","SDN","Coal","2001",0,"electricity source","percent","Sudan.2001","SDN.2001"
"Sudan","SDN","Coal","2002",0,"electricity source","percent","Sudan.2002","SDN.2002"
"Sudan","SDN","Coal","2003",0,"electricity source","percent","Sudan.2003","SDN.2003"
"Sudan","SDN","Coal","2004",0,"electricity source","percent","Sudan.2004","SDN.2004"
"Sudan","SDN","Coal","2005",0,"electricity source","percent","Sudan.2005","SDN.2005"
"Sudan","SDN","Coal","2006",0,"electricity source","percent","Sudan.2006","SDN.2006"
"Sudan","SDN","Coal","2007",0,"electricity source","percent","Sudan.2007","SDN.2007"
"Sudan","SDN","Coal","2008",0,"electricity source","percent","Sudan.2008","SDN.2008"
"Sudan","SDN","Coal","2009",0,"electricity source","percent","Sudan.2009","SDN.2009"
"Sudan","SDN","Coal","2010",0,"electricity source","percent","Sudan.2010","SDN.2010"
"Sudan","SDN","Coal","2011",0,"electricity source","percent","Sudan.2011","SDN.2011"
"Sudan","SDN","Coal","2012",0,"electricity source","percent","Sudan.2012","SDN.2012"
"Sudan","SDN","Coal","2013",0,"electricity source","percent","Sudan.2013","SDN.2013"
"Sudan","SDN","Coal","2014",0,"electricity source","percent","Sudan.2014","SDN.2014"
"Sudan","SDN","Coal","2015",0,"electricity source","percent","Sudan.2015","SDN.2015"
"Sudan","SDN","Coal","2016",NA,"electricity source","percent","Sudan.2016","SDN.2016"
"Sudan","SDN","Coal","2017",NA,"electricity source","percent","Sudan.2017","SDN.2017"
"Sudan","SDN","Coal","2018",NA,"electricity source","percent","Sudan.2018","SDN.2018"
"Sudan","SDN","Hydro","1999",0.499380932728023,"electricity source","percent","Sudan.1999","SDN.1999"
"Sudan","SDN","Hydro","2000",0.460490463215259,"electricity source","percent","Sudan.2000","SDN.2000"
"Sudan","SDN","Hydro","2001",0.446478873239437,"electricity source","percent","Sudan.2001","SDN.2001"
"Sudan","SDN","Hydro","2002",0.416100872938894,"electricity source","percent","Sudan.2002","SDN.2002"
"Sudan","SDN","Hydro","2003",0.346750149075731,"electricity source","percent","Sudan.2003","SDN.2003"
"Sudan","SDN","Hydro","2004",0.319296221517162,"electricity source","percent","Sudan.2004","SDN.2004"
"Sudan","SDN","Hydro","2005",0.329587036069002,"electricity source","percent","Sudan.2005","SDN.2005"
"Sudan","SDN","Hydro","2006",0.303030303030303,"electricity source","percent","Sudan.2006","SDN.2006"
"Sudan","SDN","Hydro","2007",0.288986257717586,"electricity source","percent","Sudan.2007","SDN.2007"
"Sudan","SDN","Hydro","2008",0.265710134398838,"electricity source","percent","Sudan.2008","SDN.2008"
"Sudan","SDN","Hydro","2009",0.497303959328301,"electricity source","percent","Sudan.2009","SDN.2009"
"Sudan","SDN","Hydro","2010",0.827043605814109,"electricity source","percent","Sudan.2010","SDN.2010"
"Sudan","SDN","Hydro","2011",0.764872856298048,"electricity source","percent","Sudan.2011","SDN.2011"
"Sudan","SDN","Hydro","2012",0.701462484103434,"electricity source","percent","Sudan.2012","SDN.2012"
"Sudan","SDN","Hydro","2013",0.80853753403345,"electricity source","percent","Sudan.2013","SDN.2013"
"Sudan","SDN","Hydro","2014",0.783491561181435,"electricity source","percent","Sudan.2014","SDN.2014"
"Sudan","SDN","Hydro","2015",0.645359086380011,"electricity source","percent","Sudan.2015","SDN.2015"
"Sudan","SDN","Hydro","2016",NA,"electricity source","percent","Sudan.2016","SDN.2016"
"Sudan","SDN","Hydro","2017",NA,"electricity source","percent","Sudan.2017","SDN.2017"
"Sudan","SDN","Hydro","2018",NA,"electricity source","percent","Sudan.2018","SDN.2018"
"Sudan","SDN","Gas","1999",0,"electricity source","percent","Sudan.1999","SDN.1999"
"Sudan","SDN","Gas","2000",0,"electricity source","percent","Sudan.2000","SDN.2000"
"Sudan","SDN","Gas","2001",0,"electricity source","percent","Sudan.2001","SDN.2001"
"Sudan","SDN","Gas","2002",0,"electricity source","percent","Sudan.2002","SDN.2002"
"Sudan","SDN","Gas","2003",0,"electricity source","percent","Sudan.2003","SDN.2003"
"Sudan","SDN","Gas","2004",0,"electricity source","percent","Sudan.2004","SDN.2004"
"Sudan","SDN","Gas","2005",0,"electricity source","percent","Sudan.2005","SDN.2005"
"Sudan","SDN","Gas","2006",0,"electricity source","percent","Sudan.2006","SDN.2006"
"Sudan","SDN","Gas","2007",0,"electricity source","percent","Sudan.2007","SDN.2007"
"Sudan","SDN","Gas","2008",0,"electricity source","percent","Sudan.2008","SDN.2008"
"Sudan","SDN","Gas","2009",0,"electricity source","percent","Sudan.2009","SDN.2009"
"Sudan","SDN","Gas","2010",0,"electricity source","percent","Sudan.2010","SDN.2010"
"Sudan","SDN","Gas","2011",0,"electricity source","percent","Sudan.2011","SDN.2011"
"Sudan","SDN","Gas","2012",0,"electricity source","percent","Sudan.2012","SDN.2012"
"Sudan","SDN","Gas","2013",0,"electricity source","percent","Sudan.2013","SDN.2013"
"Sudan","SDN","Gas","2014",0,"electricity source","percent","Sudan.2014","SDN.2014"
"Sudan","SDN","Gas","2015",0,"electricity source","percent","Sudan.2015","SDN.2015"
"Sudan","SDN","Gas","2016",NA,"electricity source","percent","Sudan.2016","SDN.2016"
"Sudan","SDN","Gas","2017",NA,"electricity source","percent","Sudan.2017","SDN.2017"
"Sudan","SDN","Gas","2018",NA,"electricity source","percent","Sudan.2018","SDN.2018"
"Sudan","SDN","Nuclear","1999",0,"electricity source","percent","Sudan.1999","SDN.1999"
"Sudan","SDN","Nuclear","2000",0,"electricity source","percent","Sudan.2000","SDN.2000"
"Sudan","SDN","Nuclear","2001",0,"electricity source","percent","Sudan.2001","SDN.2001"
"Sudan","SDN","Nuclear","2002",0,"electricity source","percent","Sudan.2002","SDN.2002"
"Sudan","SDN","Nuclear","2003",0,"electricity source","percent","Sudan.2003","SDN.2003"
"Sudan","SDN","Nuclear","2004",0,"electricity source","percent","Sudan.2004","SDN.2004"
"Sudan","SDN","Nuclear","2005",0,"electricity source","percent","Sudan.2005","SDN.2005"
"Sudan","SDN","Nuclear","2006",0,"electricity source","percent","Sudan.2006","SDN.2006"
"Sudan","SDN","Nuclear","2007",0,"electricity source","percent","Sudan.2007","SDN.2007"
"Sudan","SDN","Nuclear","2008",0,"electricity source","percent","Sudan.2008","SDN.2008"
"Sudan","SDN","Nuclear","2009",0,"electricity source","percent","Sudan.2009","SDN.2009"
"Sudan","SDN","Nuclear","2010",0,"electricity source","percent","Sudan.2010","SDN.2010"
"Sudan","SDN","Nuclear","2011",0,"electricity source","percent","Sudan.2011","SDN.2011"
"Sudan","SDN","Nuclear","2012",0,"electricity source","percent","Sudan.2012","SDN.2012"
"Sudan","SDN","Nuclear","2013",0,"electricity source","percent","Sudan.2013","SDN.2013"
"Sudan","SDN","Nuclear","2014",0,"electricity source","percent","Sudan.2014","SDN.2014"
"Sudan","SDN","Nuclear","2015",NA,"electricity source","percent","Sudan.2015","SDN.2015"
"Sudan","SDN","Nuclear","2016",NA,"electricity source","percent","Sudan.2016","SDN.2016"
"Sudan","SDN","Nuclear","2017",NA,"electricity source","percent","Sudan.2017","SDN.2017"
"Sudan","SDN","Nuclear","2018",NA,"electricity source","percent","Sudan.2018","SDN.2018"
"Sudan","SDN","Oil","1999",0.500619067271977,"electricity source","percent","Sudan.1999","SDN.1999"
"Sudan","SDN","Oil","2000",0.539509536784741,"electricity source","percent","Sudan.2000","SDN.2000"
"Sudan","SDN","Oil","2001",0.553521126760563,"electricity source","percent","Sudan.2001","SDN.2001"
"Sudan","SDN","Oil","2002",0.583899127061106,"electricity source","percent","Sudan.2002","SDN.2002"
"Sudan","SDN","Oil","2003",0.65324985092427,"electricity source","percent","Sudan.2003","SDN.2003"
"Sudan","SDN","Oil","2004",0.680703778482838,"electricity source","percent","Sudan.2004","SDN.2004"
"Sudan","SDN","Oil","2005",0.670412963930998,"electricity source","percent","Sudan.2005","SDN.2005"
"Sudan","SDN","Oil","2006",0.696969696969697,"electricity source","percent","Sudan.2006","SDN.2006"
"Sudan","SDN","Oil","2007",0.711013742282414,"electricity source","percent","Sudan.2007","SDN.2007"
"Sudan","SDN","Oil","2008",0.734289865601162,"electricity source","percent","Sudan.2008","SDN.2008"
"Sudan","SDN","Oil","2009",0.502696040671699,"electricity source","percent","Sudan.2009","SDN.2009"
"Sudan","SDN","Oil","2010",0.172956394185891,"electricity source","percent","Sudan.2010","SDN.2010"
"Sudan","SDN","Oil","2011",0.235127143701952,"electricity source","percent","Sudan.2011","SDN.2011"
"Sudan","SDN","Oil","2012",0.298537515896566,"electricity source","percent","Sudan.2012","SDN.2012"
"Sudan","SDN","Oil","2013",0.19146246596655,"electricity source","percent","Sudan.2013","SDN.2013"
"Sudan","SDN","Oil","2014",0.216508438818565,"electricity source","percent","Sudan.2014","SDN.2014"
"Sudan","SDN","Oil","2015",0.22618226412202,"electricity source","percent","Sudan.2015","SDN.2015"
"Sudan","SDN","Oil","2016",NA,"electricity source","percent","Sudan.2016","SDN.2016"
"Sudan","SDN","Oil","2017",NA,"electricity source","percent","Sudan.2017","SDN.2017"
"Sudan","SDN","Oil","2018",NA,"electricity source","percent","Sudan.2018","SDN.2018"
"Sudan","SDN","Renewables","1999",0,"electricity source","percent","Sudan.1999","SDN.1999"
"Sudan","SDN","Renewables","2000",0,"electricity source","percent","Sudan.2000","SDN.2000"
"Sudan","SDN","Renewables","2001",0,"electricity source","percent","Sudan.2001","SDN.2001"
"Sudan","SDN","Renewables","2002",0,"electricity source","percent","Sudan.2002","SDN.2002"
"Sudan","SDN","Renewables","2003",0,"electricity source","percent","Sudan.2003","SDN.2003"
"Sudan","SDN","Renewables","2004",0,"electricity source","percent","Sudan.2004","SDN.2004"
"Sudan","SDN","Renewables","2005",0,"electricity source","percent","Sudan.2005","SDN.2005"
"Sudan","SDN","Renewables","2006",0,"electricity source","percent","Sudan.2006","SDN.2006"
"Sudan","SDN","Renewables","2007",0,"electricity source","percent","Sudan.2007","SDN.2007"
"Sudan","SDN","Renewables","2008",0,"electricity source","percent","Sudan.2008","SDN.2008"
"Sudan","SDN","Renewables","2009",0,"electricity source","percent","Sudan.2009","SDN.2009"
"Sudan","SDN","Renewables","2010",0,"electricity source","percent","Sudan.2010","SDN.2010"
"Sudan","SDN","Renewables","2011",0,"electricity source","percent","Sudan.2011","SDN.2011"
"Sudan","SDN","Renewables","2012",0,"electricity source","percent","Sudan.2012","SDN.2012"
"Sudan","SDN","Renewables","2013",0,"electricity source","percent","Sudan.2013","SDN.2013"
"Sudan","SDN","Renewables","2014",0,"electricity source","percent","Sudan.2014","SDN.2014"
"Sudan","SDN","Renewables","2015",0,"electricity source","percent","Sudan.2015","SDN.2015"
"Sudan","SDN","Renewables","2016",NA,"electricity source","percent","Sudan.2016","SDN.2016"
"Sudan","SDN","Renewables","2017",NA,"electricity source","percent","Sudan.2017","SDN.2017"
"Sudan","SDN","Renewables","2018",NA,"electricity source","percent","Sudan.2018","SDN.2018"
"Tanzania","TZA","Coal","1999",0.0242739488513221,"electricity source","percent","Tanzania.1999","TZA.1999"
"Tanzania","TZA","Coal","2000",0.0271035598705502,"electricity source","percent","Tanzania.2000","TZA.2000"
"Tanzania","TZA","Coal","2001",0.0323159784560144,"electricity source","percent","Tanzania.2001","TZA.2001"
"Tanzania","TZA","Coal","2002",0.0371549893842887,"electricity source","percent","Tanzania.2002","TZA.2002"
"Tanzania","TZA","Coal","2003",0.0274539300488906,"electricity source","percent","Tanzania.2003","TZA.2003"
"Tanzania","TZA","Coal","2004",0.0257639304973038,"electricity source","percent","Tanzania.2004","TZA.2004"
"Tanzania","TZA","Coal","2005",0.0115330520393812,"electricity source","percent","Tanzania.2005","TZA.2005"
"Tanzania","TZA","Coal","2006",0.00696055684454756,"electricity source","percent","Tanzania.2006","TZA.2006"
"Tanzania","TZA","Coal","2007",0.00860420650095602,"electricity source","percent","Tanzania.2007","TZA.2007"
"Tanzania","TZA","Coal","2008",0.00432900432900433,"electricity source","percent","Tanzania.2008","TZA.2008"
"Tanzania","TZA","Coal","2009",0,"electricity source","percent","Tanzania.2009","TZA.2009"
"Tanzania","TZA","Coal","2010",0,"electricity source","percent","Tanzania.2010","TZA.2010"
"Tanzania","TZA","Coal","2011",0,"electricity source","percent","Tanzania.2011","TZA.2011"
"Tanzania","TZA","Coal","2012",0,"electricity source","percent","Tanzania.2012","TZA.2012"
"Tanzania","TZA","Coal","2013",0,"electricity source","percent","Tanzania.2013","TZA.2013"
"Tanzania","TZA","Coal","2014",0,"electricity source","percent","Tanzania.2014","TZA.2014"
"Tanzania","TZA","Coal","2015",0,"electricity source","percent","Tanzania.2015","TZA.2015"
"Tanzania","TZA","Coal","2016",NA,"electricity source","percent","Tanzania.2016","TZA.2016"
"Tanzania","TZA","Coal","2017",NA,"electricity source","percent","Tanzania.2017","TZA.2017"
"Tanzania","TZA","Coal","2018",NA,"electricity source","percent","Tanzania.2018","TZA.2018"
"Tanzania","TZA","Hydro","1999",0.93714781100997,"electricity source","percent","Tanzania.1999","TZA.1999"
"Tanzania","TZA","Hydro","2000",0.863673139158576,"electricity source","percent","Tanzania.2000","TZA.2000"
"Tanzania","TZA","Hydro","2001",0.947935368043088,"electricity source","percent","Tanzania.2001","TZA.2001"
"Tanzania","TZA","Hydro","2002",0.962491153573956,"electricity source","percent","Tanzania.2002","TZA.2002"
"Tanzania","TZA","Hydro","2003",0.958631064309891,"electricity source","percent","Tanzania.2003","TZA.2003"
"Tanzania","TZA","Hydro","2004",0.602456560814859,"electricity source","percent","Tanzania.2004","TZA.2004"
"Tanzania","TZA","Hydro","2005",0.50014064697609,"electricity source","percent","Tanzania.2005","TZA.2005"
"Tanzania","TZA","Hydro","2006",0.416473317865429,"electricity source","percent","Tanzania.2006","TZA.2006"
"Tanzania","TZA","Hydro","2007",0.603250478011472,"electricity source","percent","Tanzania.2007","TZA.2007"
"Tanzania","TZA","Hydro","2008",0.603554340396446,"electricity source","percent","Tanzania.2008","TZA.2008"
"Tanzania","TZA","Hydro","2009",0.556844547563805,"electricity source","percent","Tanzania.2009","TZA.2009"
"Tanzania","TZA","Hydro","2010",0.512135001896094,"electricity source","percent","Tanzania.2010","TZA.2010"
"Tanzania","TZA","Hydro","2011",0.391321421559003,"electricity source","percent","Tanzania.2011","TZA.2011"
"Tanzania","TZA","Hydro","2012",0.316156736446592,"electricity source","percent","Tanzania.2012","TZA.2012"
"Tanzania","TZA","Hydro","2013",0.289008584413398,"electricity source","percent","Tanzania.2013","TZA.2013"
"Tanzania","TZA","Hydro","2014",0.41646566972182,"electricity source","percent","Tanzania.2014","TZA.2014"
"Tanzania","TZA","Hydro","2015",0.334868943606037,"electricity source","percent","Tanzania.2015","TZA.2015"
"Tanzania","TZA","Hydro","2016",NA,"electricity source","percent","Tanzania.2016","TZA.2016"
"Tanzania","TZA","Hydro","2017",NA,"electricity source","percent","Tanzania.2017","TZA.2017"
"Tanzania","TZA","Hydro","2018",NA,"electricity source","percent","Tanzania.2018","TZA.2018"
"Tanzania","TZA","Gas","1999",0,"electricity source","percent","Tanzania.1999","TZA.1999"
"Tanzania","TZA","Gas","2000",0,"electricity source","percent","Tanzania.2000","TZA.2000"
"Tanzania","TZA","Gas","2001",0,"electricity source","percent","Tanzania.2001","TZA.2001"
"Tanzania","TZA","Gas","2002",0,"electricity source","percent","Tanzania.2002","TZA.2002"
"Tanzania","TZA","Gas","2003",0,"electricity source","percent","Tanzania.2003","TZA.2003"
