Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
United States,USA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.5,3.5,3.4000000954,3.3,..,3.2,3.1,3.1,3.1,3.1,3,2.9,2.9,2.9,..,..,..,..,..,..
United States,USA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.5917,2.2,2.3,..,2.713,2.9401,2.402,2.41,2.416,2.422,2.4383,2.4683,2.5041,2.5666,2.5817,2.5858,2.5948,..,..,..
Uruguay,URY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,1.8999999762,..,2.4,2.9,2.9,..,..,1.2,3,2.5,2.5,2.8,..,..,..,..,..
Uruguay,URY,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,3.7214,..,..,..,..,4.181,3.9385,..,3.736,..,..,..,..,..,3.9329,5.0499,..,..
Uzbekistan,UZB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.3,5.3,5.5,5.5,5.3,5.2,5.1,4.8,4.7,4.6,4.4,4.3,4.2,4,..,..,..,..,..,..
Uzbekistan,UZB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.946,2.885,..,2.745,..,2.65,..,2.617,..,2.561,2.5352,2.4958,2.4375,2.3975,2.3685,..,..,..,..,..
Vanuatu,VUT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,3.0999999046,..,3.7,..,4.1,..,..,1.7,..,..,..,..,..,..,..,..,..,..,..
Vanuatu,VUT,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,0.147,..,..,0.1182,0.1154,..,0.116,..,0.1859,..,..,..,0.1706,..,..,..
"Venezuela, RB",VEN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,0.8000000119,..,0.9,..,..,..,1.3,..,1.1,..,0.9,..,..,0.8,..,..,..,..,..
"Venezuela, RB",VEN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,1.924,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vietnam,VNM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,2.4000000954,1.4,..,2.8,2.6,2.66,..,2.9,3.1,2,..,2.5,..,2.6,..,..,..,..,..
Vietnam,VNM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,0.5217,0.5486,..,..,0.6104,0.6204,0.638,0.6612,0.6944,0.706,1.152,0.815,1.18,0.776,0.7887,0.8199,..,..,..
Virgin Islands (U.S.),VIR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,0.837,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Yemen, Rep.",YEM,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,..,..,..,..,..
"Yemen, Rep.",YEM,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,0.219,..,..,0.3367,..,..,..,0.309,0.3102,..,..,..,..,0.3104,..,..,..,..,..
Zambia,ZMB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,2,..,..,..,1.9,..,2,..,..,..,..,..,..,..,..,..
Zambia,ZMB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,0.1278,0.0536,0.0524,..,0.0608,0.0595,0.0604,0.1621,0.1632,..,..,..,0.0913,..,..,..
Zimbabwe,ZWE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,3,..,..,..,..,1.7,..,..,..,..,..,..,..,..
Zimbabwe,ZWE,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,0.057,..,0.1633,..,..,0.05,0.0544,0.0599,0.065,0.0733,0.072,0.074,0.0763,..,..,..,..,..
Arab World,ARB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.59791104698031,1.63946676396227,1.57479931646334,1.57406297803304,1.61232903776576,1.63026123576705,1.65251768584599,1.61711397143207,1.63605722707948,1.52885375764916,1.52952286081567,1.16022306555643,1.15838267090974,1.15189919300725,1.62452358185493,..,..,..,..,..
Arab World,ARB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.12513376277058,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.09730257439853,..,..,..,..
Caribbean small states,CSS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,2.49297655343327,..,2.53152700201334,..,2.44257359344444,2.55656454782987,2.18227982077528,..,2.30053403430898,2.32479747459894,..,2.35472391733766,2.26723392472779,..,..,..,..,..,..
Caribbean small states,CSS,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.56862756546055,..,..,..,..
Central Europe and the Baltics,CEB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.69761547313179,..,6.75132166166714,6.88289857964377,6.8239801979684,6.77524227378362,6.71996242671097,6.57746075043518,6.63779432603128,6.63348829859788,6.48706825045242,6.42078150700081,6.42304660481243,6.42144666078239,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.63607528145424,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.88071606891767,..,..,..,..
Early-demographic dividend,EAR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,0.923283896675313,1.18679558317513,..,1.21993857897905,..,..,..,..,..,1.22517407197752,..,..,..,..,..,..,..,..
Early-demographic dividend,EAR,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.754371382590278,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.940110841099725,..,..,..,..
East Asia & Pacific,EAS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.6116040938521,3.37082328430927,3.08476486188393,3.41365659358564,4.0250213497129,3.35822242872164,3.17101241176616,..,..,4.77824217832564,3.00729307459809,3.54985610924148,4.44360048737964,..,..,..,..,..,..,..
East Asia & Pacific,EAS,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.09484018383462,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.57677255193971,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.44349654671127,2.40324533359501,2.17577741350886,2.20020946024361,2.96564985637942,2.42651177608378,2.10584951860588,..,..,3.87591640442743,2.99695764809715,3.55538825918737,3.64740030992424,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),EAP,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.00646222506083,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.47614850035586,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.44349654671127,2.40324533359501,2.0312712030734,2.20020946024361,2.96564985637942,2.42651177608378,2.10589699064507,..,..,3.87592853711616,2.84950197096346,3.55538825918737,3.5142490496806,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.00647561201145,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.44864298658614,..,..,..,..
Euro area,EMU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.7211567249131,6.61872189260773,6.49733418186106,6.34063059248541,6.21005209631195,6.14497378543303,6.00385045920787,5.94031629018266,5.82572707733138,5.73698969936536,5.7135257237066,5.64364116566636,5.57631009284811,6.16749081248063,..,..,..,..,..,..
Euro area,EMU,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.68558963414088,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.84775760417248,..,..,..,..
Europe & Central Asia,ECS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.96939717872623,6.95852500168741,6.81793598551564,6.7238296078482,6.52775221560098,6.4423706219355,6.35761001627422,6.21520385777705,6.1361242774447,6.08716656337426,5.97971640229517,5.85540300129485,5.80472376746884,5.92492146211432,..,..,..,..,..,..
Europe & Central Asia,ECS,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.20399271815332,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.37292525195215,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,7.94343206339683,7.84531575833144,7.76771744530577,7.59398397918018,7.29202345986504,7.2059179484002,7.16531361709174,6.97255787006354,6.91010771301562,6.88915242829343,6.71413152243603,6.52688930788355,6.46214892373429,6.3536554875275,..,..,..,..,..,..
Europe & Central Asia (excluding high income),ECA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.16587737552618,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.04527637050058,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,7.65168900449807,7.82482166806834,7.55181978715196,7.49347941012228,7.22077968714688,7.12679439531286,7.09029263730966,6.90773456851296,6.86874211964245,6.85799940281462,6.68469722357279,6.5165554073239,6.45998964026772,6.36194887522994,..,..,..,..,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.07074426296753,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.99048061330749,..,..,..,..
European Union,EUU,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.28424202633904,6.29426448752542,6.14149775278688,6.07015970556126,5.96143592476041,5.88307390721768,5.7647427198853,5.66345095068295,5.59865623949581,5.52982580478343,5.43589330293011,5.35573977224732,5.32209734184028,5.60145698850332,..,..,..,..,..,..
European Union,EUU,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,3.17042536910171,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.57424950450375,..,..,..,..
Fragile and conflict affected situations,FCS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,0.977004865731628,..,..,..,..,..,..,..,..,..,..,..,..,..
Fragile and conflict affected situations,FCS,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.354269133589958,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.399737979808338,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,0.743511693980356,..,..,..,..,..,..,..,..,..,..,..,..,..
Heavily indebted poor countries (HIPC),HPC,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.113725875688509,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.157673894007864,..,..,..,..
High income,HIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.30713407084759,6.08165101583868,6.06217555080336,6.09455631068766,..,5.75458122213479,5.77215244916126,4.50971737015345,5.89554906398202,5.65050310023009,4.15593322677304,4.04992868495098,5.43738789099673,4.11059905053985,..,..,..,..,..,..
High income,HIC,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.62528430155971,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.00354461372993,..,..,..,..
IBRD only,IBD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,2.22738546113417,2.29726060017993,..,2.43212999061717,..,..,..,..,3.20076551490717,2.60296599868027,..,..,..,..,..,..,..,..
IBRD only,IBD,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.17627662295382,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.45611305770463,..,..,..,..
IDA & IBRD total,IBT,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,2.07536675611257,2.22112598242986,..,2.21042991326572,..,..,..,..,..,2.46092538632245,..,..,..,..,..,..,..,..
IDA & IBRD total,IBT,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.02283615319178,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.205736970898,..,..,..,..
IDA blend,IDB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.36447776116317,..,..,..,1.12268504239384,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA blend,IDB,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.646063565221933,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.719938912438773,..,..,..,..
IDA only,IDX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA only,IDX,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.221844054540619,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.301557494177189,..,..,..,..
IDA total,IDA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
IDA total,IDA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.380865743276658,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.444726495385134,..,..,..,..
Late-demographic dividend,LTE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.497737942789,3.40240327973772,3.36309444202862,3.1801862390841,3.6897837375996,3.17019340779182,3.07350148210812,..,..,4.3106498908311,3.85150008889701,3.93751287811566,4.2193819656913,..,..,..,..,..,..,..
Late-demographic dividend,LTE,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.45381873708883,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.94568942740016,..,..,..,..
Latin America & Caribbean,LCN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,1.95512880053793,2.2329149699344,2.00353212189201,2.10298893250865,2.13931163133949,2.17327725929248,..,..,..,..,..
Latin America & Caribbean,LCN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.60048216798082,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.16993112325967,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,1.94051900207479,2.24441396814953,1.99227146679025,2.09127250426134,2.12930928378679,2.16290513214949,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.61099961094735,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.19020002816464,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,1.85469295030056,2.14384797948173,1.94141306358373,2.03234009064138,2.07488509973306,2.08967547696012,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.50431173135371,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.05174292804733,..,..,..,..
Least developed countries: UN classification,LDC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Least developed countries: UN classification,LDC,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.138773208282796,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.258515594124712,..,..,..,..
Low & middle income,LMY,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,2.09855181083095,2.17670596713547,..,2.17451827897465,..,..,..,..,..,2.43200610494476,..,..,..,..,..,..,..,..
Low & middle income,LMY,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.02165180929926,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.21785163056599,..,..,..,..
Low income,LIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,1.15048405799908,..,..,..,..,..,..,..,..,..,..,..,..,..
Low income,LIC,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.172377010726688,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.324906629199297,..,..,..,..
Lower middle income,LMC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,1.03712704246169,..,..,1.25861963304128,..,..,..,..,..,0.986123631392897,..,..,..,..,..,..,..,..
Lower middle income,LMC,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.615465063137649,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.74709085356065,..,..,..,..
Middle East & North Africa,MEA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.76591672392289,1.81829442473539,1.76265331533574,1.7627151693959,1.77728221439721,1.79232276343186,1.81579349795661,1.82777054669108,1.71986050085007,1.62501364348276,1.68764488706148,1.35669311177354,1.01936248976159,1.31563228854746,1.62848507118594,..,..,..,..,..
Middle East & North Africa,MEA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.25044798459107,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.25940059965317,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.64367507187058,1.62365238439819,1.64686674846834,1.64657108001312,1.676196436388,1.67347394434828,1.71212481992556,1.67212202670376,1.6216907116887,1.51344452000189,1.58843149646859,1.23330757247811,0.827081150184223,1.16300785053231,1.51669671692738,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.22146874896273,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.0694376664304,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.64367507187058,1.62365238439819,1.64686674846834,1.64657108001312,1.676196436388,1.67347394434828,1.71212481992556,1.67212202670376,1.6216907116887,1.51344452000189,1.58843149646859,1.23330757247811,0.827081150184223,1.16300785053231,1.51669671692738,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.22561442500669,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.0694376664304,..,..,..,..
Middle income,MIC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,2.07071248141882,2.19869309988689,..,2.25060534734536,..,..,..,..,..,2.40067312058978,..,..,..,..,..,..,..,..
Middle income,MIC,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.08254611041183,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.32241987324859,..,..,..,..
North America,NAC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.49019149357835,3.51963411717895,3.42949368971279,3.3295047413868,..,3.21967520037323,3.12952506461937,3.1,3.12956691572142,3.10987921654293,2.97028678600958,2.88014604890388,2.88008297578657,2.9,..,..,..,..,..,..
North America,NAC,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.52258926375305,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.59634252096956,..,..,..,..
Not classified,INX,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Not classified,INX,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
OECD members,OED,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,5.73103691916676,5.5090008768332,5.53957589085332,5.55010063987353,6.23700533379275,5.68676716134334,5.34412226761791,4.14562060180535,5.44205593278078,5.24128227619347,3.87638581078794,3.77541260427486,5.05288595799018,3.81428042462959,..,..,..,..,..,..
OECD members,OED,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.53999824594864,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.89193928589428,..,..,..,..
Other small states,OSS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Other small states,OSS,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.765803865988685,..,..,..,..
Pacific island small states,PSS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,2.0768964148197,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pacific island small states,PSS,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.369214753851886,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.478550725949962,..,..,..,..
Post-demographic dividend,PST,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.67323820666154,6.37813694632942,6.45612529729711,6.3804992055193,..,6.12027975091707,6.13014050662918,4.84894631536405,6.22895689723749,6.07266932365005,4.62261818303384,4.47781792355622,5.88950547196374,4.60721290884284,..,..,..,..,..,..
Post-demographic dividend,PST,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,2.78795330721554,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.16217911564191,..,..,..,..
Pre-demographic dividend,PRE,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pre-demographic dividend,PRE,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.174012745143334,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.218402844870904,..,..,..,..
Small states,SST,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Small states,SST,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.898737175403803,..,..,..,..
South Asia,SAS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,0.677651240192472,0.867379033029519,..,0.813256917497725,..,..,..,..,..,0.674261834507074,..,..,..,..,..,..,..,..
South Asia,SAS,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.500566373647612,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.768127522861804,..,..,..,..
South Asia (IDA & IBRD),TSA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,0.677651240192472,0.867379033029519,..,0.813256917497725,..,..,..,..,..,0.674261834507074,..,..,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.500566373647612,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.768127522861804,..,..,..,..
Sub-Saharan Africa,SSF,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,SSF,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.122756726879221,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.219645395939687,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.122756726879221,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.219576267047523,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,0.122756726879221,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.219645395939687,..,..,..,..
Upper middle income,UMC,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.29765701562257,3.24018036327269,3.10151179902107,2.89689649617396,3.37874233322015,3.1002779606772,2.9227105982849,..,..,3.96214238805203,3.56431944012151,3.62518857755591,3.84964733518275,..,..,..,..,..,..,..
Upper middle income,UMC,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.54146725730777,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.97128906930559,..,..,..,..
World,WLD,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,2.87597136726796,3.05846045230167,..,2.87934988664612,..,..,..,..,..,2.70476928109424,..,..,..,..,..,..,..,..
World,WLD,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1.29466875337663,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.50212587214212,..,..,..,..
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 03/18/2020,,,,,,,,,,,,,,,,,,,,,,,
